distance_pronoun_antecedent,number_agreement,is_proper_noun,antecedent_position,case_antecedent,case_pronoun,pos_mention,pos_pronoun,pos_before_mention_1,pos_before_mention_2,pos_after_mention_1,pos_after_mention_2,pos_before_pronoun_1,pos_before_pronoun_2,pos_after_pronoun_1,pos_after_pronoun_2,pos_head_mention,pos_head_pronoun,syntactic_function_mention,syntactic_function_pronoun,nouns_between_mentions,pronoun_value,pronoun_sentence_length,normalized_distance,mention_local_score,tkachenko_embedding,missing_tkachenko_embedding,eleri_abstractness_score,mention_global_score,category
2,1,1,0,1,3,6,8,11,16,16,8,13,4,8,3,8,16,16,26,9,20,3,13,0,1,0.281,0,1.353,14,0
2,1,1,0,1,14,1,8,11,8,16,13,5,18,18,16,3,8,16,23,24,18,3,13,0,1,0,1,0,0,0
2,0,1,0,1,14,6,8,11,8,16,13,5,4,8,3,8,8,16,23,9,19,3,13,0,1,0,1,0,0,0
2,1,1,0,1,1,1,8,11,1,5,16,11,18,18,16,3,16,16,24,24,17,3,13,0,3,0.344,0,6.328,13,0
2,0,1,0,1,1,6,8,11,1,5,16,11,4,8,3,8,16,16,24,9,18,3,13,0,3,0.344,0,6.328,13,0
2,0,0,0,1,6,1,11,11,16,8,16,8,18,18,16,3,16,16,27,24,17,3,13,0,5,1.0,0,3.27,0,0
2,1,0,0,1,6,6,11,11,16,8,16,8,4,8,3,8,16,16,27,9,18,3,13,0,5,1.0,0,3.27,0,0
2,0,1,0,1,2,1,8,11,16,11,8,13,18,18,16,3,8,16,23,24,16,3,13,0,2,0.229,0,5.789,15,0
2,1,1,0,1,2,6,8,11,16,11,8,13,4,8,3,8,8,16,23,9,17,3,13,0,2,0.229,0,5.789,15,0
2,0,1,0,1,3,1,8,11,8,16,13,18,18,18,16,3,16,16,26,24,15,3,13,0,2,0.089,0,7.773,12,0
2,1,1,0,1,3,6,8,11,8,16,13,18,4,8,3,8,16,16,26,9,16,3,13,0,2,0.089,0,7.773,12,0
3,0,1,0,1,1,1,8,11,3,18,2,16,18,18,16,3,16,16,27,24,34,3,13,0,2,-0.004,0,4.748,9,0
3,1,1,0,1,1,6,8,11,3,18,2,16,4,8,3,8,16,16,27,9,35,3,13,0,2,-0.004,0,4.748,9,0
3,0,0,1,1,1,1,12,11,16,2,12,8,18,18,16,3,16,16,24,24,33,3,13,0,4,0,1,0,10,0
3,1,0,1,1,1,6,12,11,16,2,12,8,4,8,3,8,16,16,24,9,34,3,13,0,4,0,1,0,10,0
3,0,0,1,1,5,1,12,11,12,16,8,16,18,18,16,3,16,16,27,24,32,3,13,0,2,0,1,0,11,0
3,1,0,1,1,5,6,12,11,12,16,8,16,4,8,3,8,16,16,27,9,33,3,13,0,2,0,1,0,11,0
3,0,1,0,1,3,1,8,11,12,12,16,11,18,18,16,3,16,16,26,24,31,3,13,0,1,0.369,0,1.456,9,0
3,1,1,0,1,3,6,8,11,12,12,16,11,4,8,3,8,16,16,26,9,32,3,13,0,1,0.369,0,1.456,9,0
3,0,0,1,1,9,1,12,11,14,13,16,8,18,18,16,3,16,16,27,24,30,3,13,0,3,0,1,0,12,0
3,1,0,1,1,9,6,12,11,14,13,16,8,4,8,3,8,16,16,27,9,31,3,13,0,3,0,1,0,12,0
3,0,1,0,1,12,1,8,11,16,12,3,6,18,18,16,3,16,16,27,24,29,3,13,0,1,0,1,0,11,0
3,1,1,0,1,12,6,8,11,16,12,3,6,4,8,3,8,16,16,27,9,30,3,13,0,1,0,1,0,11,0
3,0,1,0,1,2,1,8,11,6,3,1,12,18,18,16,3,1,16,27,24,28,3,13,0,1,0,1,0,12,0
3,1,1,0,1,2,6,8,11,6,3,1,12,4,8,3,8,1,16,27,9,29,3,13,0,1,0,1,0,12,0
3,1,0,1,1,2,1,12,11,1,8,8,13,18,18,16,3,8,16,23,24,27,3,13,0,1,0,1,0,11,0
3,0,0,1,1,2,6,12,11,1,8,8,13,4,8,3,8,8,16,23,9,28,3,13,0,1,0,1,0,11,0
3,0,1,0,1,1,1,8,11,12,1,13,18,18,18,16,3,16,16,26,24,26,3,13,0,1,0.332,0,5.606,16,0
3,1,1,0,1,1,6,8,11,12,1,13,18,4,8,3,8,16,16,26,9,27,3,13,0,1,0.332,0,5.606,16,0
0,1,0,1,0,2,2,12,11,18,18,12,12,11,13,8,4,12,8,23,23,8,3,28,0.607,2,0,1,0,10,0
0,1,0,1,1,2,2,12,11,12,18,12,13,11,13,8,4,12,8,23,23,7,3,28,0.571,1,0,1,0,14,0
0,1,0,1,1,2,2,12,11,12,12,13,12,11,13,8,4,8,8,23,23,6,3,28,0.536,2,0,1,0,9,0
0,0,0,1,1,0,2,12,11,13,12,13,8,11,13,8,4,12,8,5,23,5,3,28,0.464,10,0,1,0,12,0
0,1,1,0,1,2,2,8,11,13,12,12,12,11,13,8,4,8,8,23,23,4,3,28,0.393,1,0.112,0,3.764,11,0
0,1,0,1,1,1,2,12,11,8,13,12,8,11,13,8,4,8,8,5,23,3,3,28,0.357,2,0,1,0,14,1
0,1,1,0,1,1,2,8,11,12,12,16,3,11,13,8,4,16,8,24,23,1,3,28,0.286,2,0,1,0,16,0
0,0,1,0,1,3,2,8,11,3,16,11,2,11,13,8,4,16,8,26,23,0,3,28,0.179,1,0.217,0,1.242,16,0
0,0,0,0,1,1,2,11,11,13,2,11,8,11,13,8,4,16,8,24,23,0,3,28,0.036,3,0.54,0,1.415,0,0
1,0,1,0,1,3,2,8,11,1,18,16,16,11,13,8,4,16,8,26,23,12,3,28,0,1,0,1,0,15,0
1,1,0,1,1,1,2,12,11,16,16,13,12,11,13,8,4,16,8,24,23,11,3,28,0,2,0,1,0,16,0
1,1,0,1,1,1,2,12,11,13,12,5,12,11,13,8,4,12,8,11,23,10,3,28,0,2,0,1,0,15,0
1,1,0,1,2,1,2,12,11,5,12,18,18,11,13,8,4,12,8,11,23,9,3,28,0,1,0,1,0,16,0
2,1,1,0,1,9,2,8,11,3,18,12,8,11,13,8,4,1,8,27,23,29,3,28,0,1,0,1,0,13,0
2,0,0,1,1,0,2,12,11,8,3,8,1,11,13,8,4,8,8,5,23,28,3,28,0,2,0,1,0,13,0
2,1,1,0,1,9,2,8,11,12,8,1,8,11,13,8,4,1,8,27,23,27,3,28,0,1,0.133,0,6.246,14,0
2,1,1,0,1,9,2,8,11,1,8,16,12,11,13,8,4,16,8,27,23,26,3,28,0,1,0.033,0,5.205,12,0
2,1,0,1,1,2,2,12,11,16,8,1,8,11,13,8,4,8,8,23,23,25,3,28,0,5,0,1,0,13,0
2,1,1,0,1,1,2,8,11,1,12,12,12,11,13,8,4,16,8,24,23,24,3,28,0,1,0.069,0,6.862,13,0
2,1,0,1,1,1,2,12,11,8,1,12,13,11,13,8,4,8,8,5,23,23,3,28,0,2,0,1,0,14,0
2,1,0,1,1,2,2,12,11,14,14,8,4,11,13,8,4,8,8,23,23,21,3,28,0,6,0,1,0,13,0
2,1,1,0,1,8,2,8,11,12,14,4,3,11,13,8,4,16,8,27,23,20,3,28,0,5,0.26,0,4.58,11,0
2,1,0,1,1,1,2,12,11,6,4,8,1,11,13,8,4,8,8,23,23,19,3,28,0,5,0,1,0,13,0
2,0,1,0,1,1,2,8,11,12,6,1,8,11,13,8,4,8,8,40,23,18,3,28,0,5,0.26,0,4.58,11,0
2,0,1,0,1,1,2,8,11,1,8,5,3,11,13,8,4,16,8,9,23,17,3,28,0,5,0.26,0,4.58,11,0
2,0,1,0,1,3,2,8,11,1,16,12,8,11,13,8,4,16,8,24,23,16,3,28,0,1,0.283,0,2.257,13,0
2,1,0,1,1,2,2,12,11,8,1,8,8,11,13,8,4,8,8,23,23,15,3,28,0,1,0,1,0,15,0
2,1,1,0,1,15,2,8,11,12,8,8,13,11,13,8,4,8,8,23,23,14,3,28,0,1,0,1,0,16,0
2,1,1,0,1,10,2,8,11,8,12,13,18,11,13,8,4,16,8,27,23,13,3,28,0,1,0,1,0,0,0
3,1,0,1,0,1,2,12,11,18,18,16,5,11,13,8,4,16,8,24,23,37,3,28,0,4,0,1,0,12,0
3,1,0,1,1,2,2,12,11,3,5,12,5,11,13,8,4,12,8,23,23,36,3,28,0,2,0,1,0,8,0
3,1,0,1,1,2,2,12,11,12,3,5,12,11,13,8,4,8,8,23,23,35,3,28,0,1,0,1,0,15,0
3,1,0,1,1,2,2,12,11,5,12,8,13,11,13,8,4,12,8,11,23,34,3,28,0,1,0,1,0,15,0
3,1,1,0,1,4,2,8,11,12,5,13,11,11,13,8,4,16,8,27,23,33,3,28,0,1,0.081,0,4.113,0,0
3,1,0,0,1,2,2,11,11,13,8,8,1,11,13,8,4,8,8,23,23,33,3,28,0,2,0.496,0,1.139,0,0
3,1,1,0,1,15,2,8,11,11,13,1,8,11,13,8,4,8,8,35,23,32,3,28,0,1,0,1,0,15,0
3,1,1,0,1,6,2,8,11,1,8,4,12,11,13,8,4,8,8,27,23,31,3,28,0,1,0.0,0,3.557,6,0
3,1,0,1,1,1,2,12,11,4,8,13,18,11,13,8,4,8,8,40,23,30,3,28,0,5,0,1,0,13,0
0,1,0,1,0,2,2,12,11,18,18,8,13,4,8,8,16,8,8,23,23,8,3,36,0.528,2,0,1,0,15,0
0,1,1,0,1,1,2,8,11,12,18,13,12,4,8,8,16,16,8,24,23,7,3,36,0.5,1,0,1,0,14,0
0,1,0,1,1,2,2,12,11,13,8,8,12,4,8,8,16,8,8,23,23,6,3,36,0.444,3,0,1,0,14,0
0,1,1,0,1,1,2,8,11,12,13,12,12,4,8,8,16,8,8,5,23,5,3,36,0.417,2,0,1,0,11,0
0,1,0,1,1,1,2,12,11,8,12,12,16,4,8,8,16,8,8,5,23,4,3,36,0.389,1,0,1,0,14,1
0,1,1,0,1,2,2,8,11,1,5,2,13,4,8,8,16,16,8,27,23,2,3,36,0.222,3,0.252,0,1.725,13,0
0,0,1,0,1,2,2,8,11,1,14,8,4,4,8,8,16,8,8,23,23,1,3,36,0.083,3,0,1,0,14,0
0,0,1,0,1,6,2,8,11,8,1,4,11,4,8,8,16,16,8,27,23,0,3,36,0.056,1,-0.023,0,0.995,11,0
1,1,1,0,0,2,2,8,11,18,18,12,1,4,8,8,16,8,8,23,23,20,3,36,0,1,0,1,0,15,0
1,0,0,1,1,0,2,12,11,8,18,1,8,4,8,8,16,8,8,5,23,19,3,36,0,2,0,1,0,13,0
1,1,1,0,1,2,2,8,11,1,12,2,4,4,8,8,16,16,8,27,23,18,3,36,0,1,-0.227,0,1.388,10,0
1,1,1,0,1,1,2,8,11,4,2,12,8,4,8,8,16,16,8,24,23,17,3,36,0,1,0,1,0,16,0
1,0,0,1,1,0,2,12,11,8,4,8,8,4,8,8,16,8,8,23,23,16,3,36,0,12,0,1,0,12,0
1,1,1,0,1,2,2,8,11,12,8,8,16,4,8,8,16,8,8,23,23,15,3,36,0,2,0,1,0,10,0
1,1,1,0,1,5,2,8,11,8,12,16,5,4,8,8,16,8,8,23,23,14,3,36,0,1,0.231,0,4.847,9,0
1,1,0,1,1,2,2,12,11,5,16,5,12,4,8,8,16,16,8,27,23,13,3,36,0,2,0,1,0,16,0
1,1,0,1,1,2,2,12,11,5,12,8,12,4,8,8,16,8,8,23,23,12,3,36,0,1,0,1,0,16,0
1,1,1,0,1,2,2,8,11,12,5,12,12,4,8,8,16,12,8,11,23,11,3,36,0,2,0,1,0,11,0
1,1,0,1,1,1,2,12,11,8,12,12,2,4,8,8,16,8,8,5,23,10,3,36,0,1,0,1,0,16,0
2,0,1,0,1,10,2,8,11,9,3,13,1,4,8,8,16,9,8,23,23,33,3,36,0,1,0,1,0,0,0
2,0,0,1,1,0,2,12,11,1,13,8,12,4,8,8,16,8,8,23,23,32,3,36,0,12,0,1,0,12,0
2,1,1,0,1,1,2,8,11,12,1,12,12,4,8,8,16,8,8,5,23,31,3,36,0,1,0,1,0,15,0
2,1,0,1,1,1,2,12,11,8,12,12,5,4,8,8,16,8,8,5,23,30,3,36,0,1,0,1,0,16,0
2,1,1,0,1,1,2,8,11,1,5,12,12,4,8,8,16,8,8,11,23,28,3,36,0,1,0,1,0,13,0
2,1,0,1,1,1,2,12,11,8,1,12,16,4,8,8,16,8,8,5,23,27,3,36,0,1,0,1,0,16,0
2,1,1,0,1,2,2,8,11,16,12,8,3,4,8,8,16,8,8,23,23,25,3,36,0,5,0.26,0,4.58,11,0
2,1,1,0,1,4,2,8,11,8,16,3,8,4,8,8,16,16,8,27,23,24,3,36,0,1,0.278,0,2.482,12,0
2,1,1,0,1,6,2,8,11,3,8,13,3,4,8,8,16,16,8,27,23,23,3,36,0,3,0.396,0,3.471,7,0
2,0,0,1,1,0,2,12,11,3,13,3,8,4,8,8,16,16,8,24,23,22,3,36,0,12,0,1,0,12,0
2,0,1,0,1,3,2,8,11,3,12,3,16,4,8,8,16,16,8,26,23,21,3,36,0,1,0,1,0,16,0
3,1,0,1,0,2,2,12,11,18,18,12,12,4,8,8,16,12,8,23,23,47,3,36,0,2,0,1,0,10,0
3,1,0,1,1,2,2,12,11,12,18,12,13,4,8,8,16,12,8,23,23,46,3,36,0,1,0,1,0,14,0
3,1,0,1,1,2,2,12,11,12,12,13,12,4,8,8,16,8,8,23,23,45,3,36,0,3,0,1,0,9,0
3,0,0,1,1,0,2,12,11,13,12,13,8,4,8,8,16,12,8,5,23,44,3,36,0,12,0,1,0,12,0
3,1,1,0,1,2,2,8,11,13,12,12,12,4,8,8,16,8,8,23,23,43,3,36,0,1,0.112,0,3.764,11,0
3,1,0,1,1,1,2,12,11,8,13,12,8,4,8,8,16,8,8,5,23,42,3,36,0,2,0,1,0,14,0
3,1,1,0,1,1,2,8,11,12,12,16,3,4,8,8,16,16,8,24,23,40,3,36,0,2,0,1,0,16,0
3,0,1,0,1,3,2,8,11,3,16,11,2,4,8,8,16,16,8,26,23,39,3,36,0,1,0.217,0,1.242,16,0
3,0,0,0,1,1,2,11,11,13,2,11,8,4,8,8,16,16,8,24,23,39,3,36,0,3,0.54,0,1.415,0,0
3,1,0,0,1,2,2,11,11,11,13,8,4,4,8,8,16,8,8,23,23,39,3,36,0,4,1.0,0,3.27,0,0
3,1,1,0,1,12,2,8,11,11,11,4,16,4,8,8,16,16,8,27,23,38,3,36,0,1,0,1,0,15,0
3,1,0,1,1,3,2,12,11,16,4,16,12,4,8,8,16,16,8,26,23,37,3,36,0,12,0,1,0,12,0
3,1,0,1,1,1,2,12,11,16,12,12,1,4,8,8,16,1,8,27,23,36,3,36,0,1,0,1,0,13,0
3,0,1,0,1,10,2,8,11,1,12,13,18,4,8,8,16,16,8,27,23,34,3,36,0,1,0,1,0,0,0
0,1,0,1,0,1,2,12,11,18,18,16,13,14,13,8,12,16,8,24,23,0,3,23,0.174,2,0,1,0,16,1
1,0,1,0,0,1,2,8,11,18,18,16,3,14,13,8,12,16,8,24,23,3,3,23,0,3,0,1,0,14,0
1,1,0,1,1,2,2,12,11,3,3,8,13,14,13,8,12,8,8,23,23,2,3,23,0,2,0,1,0,16,0
1,1,1,0,1,3,2,8,11,12,3,13,18,14,13,8,12,16,8,26,23,1,3,23,0,2,0,1,0,16,0
2,1,0,1,0,1,2,12,11,18,18,5,4,14,13,8,12,8,8,40,23,7,3,23,0,2,0,1,0,15,0
2,1,1,0,1,15,2,8,11,4,5,13,11,14,13,8,12,18,8,32,23,6,3,23,0,1,0.372,0,2.942,11,0
2,1,0,0,1,2,2,11,11,13,8,2,16,14,13,8,12,16,8,27,23,6,3,23,0,3,0.54,0,1.415,0,0
2,1,1,0,1,1,2,8,11,1,3,1,8,14,13,8,12,16,8,24,23,5,3,23,0,1,0.291,0,1.899,8,0
2,0,1,0,1,10,2,8,11,1,8,13,18,14,13,8,12,8,8,23,23,4,3,23,0,1,0,1,0,0,0
3,1,0,1,0,2,2,12,11,18,18,8,13,14,13,8,12,8,8,23,23,25,3,23,0,2,0,1,0,15,0
3,1,1,0,1,1,2,8,11,12,18,13,12,14,13,8,12,16,8,24,23,24,3,23,0,1,0,1,0,14,0
3,1,0,1,1,2,2,12,11,13,8,8,12,14,13,8,12,8,8,23,23,23,3,23,0,3,0,1,0,14,0
3,1,1,0,1,1,2,8,11,12,13,12,12,14,13,8,12,8,8,5,23,22,3,23,0,2,0,1,0,11,0
3,1,0,1,1,1,2,12,11,8,12,12,16,14,13,8,12,8,8,5,23,21,3,23,0,1,0,1,0,14,0
3,1,1,0,1,2,2,8,11,1,5,2,13,14,13,8,12,16,8,27,23,19,3,23,0,3,0.252,0,1.725,13,0
3,0,1,0,1,2,2,8,11,1,14,8,4,14,13,8,12,8,8,23,23,18,3,23,0,3,0,1,0,14,0
3,0,1,0,1,6,2,8,11,8,1,4,11,14,13,8,12,16,8,27,23,17,3,23,0,1,-0.023,0,0.995,11,0
3,1,0,0,1,2,2,11,11,4,8,8,16,14,13,8,12,8,8,23,23,17,3,23,0,4,1.0,0,3.27,0,0
3,1,1,0,1,1,2,8,11,11,4,16,12,14,13,8,12,16,8,24,23,16,3,23,0,1,0,1,0,12,0
3,0,0,1,1,0,2,12,11,16,8,1,8,14,13,8,12,8,8,23,23,15,3,23,0,14,0,1,0,12,0
3,1,1,0,1,2,2,8,11,1,12,12,12,14,13,8,12,8,8,23,23,14,3,23,0,1,0,1,0,16,0
3,1,0,1,1,1,2,12,11,8,1,12,8,14,13,8,12,8,8,5,23,13,3,23,0,1,0,1,0,16,0
3,0,1,0,1,2,2,8,11,12,12,2,13,14,13,8,12,16,8,27,23,11,3,23,0,1,0,1,0,16,0
3,1,1,0,1,1,2,8,11,1,16,12,12,14,13,8,12,16,8,24,23,10,3,23,0,1,0,1,0,11,0
3,1,0,1,1,1,2,12,11,8,1,12,13,14,13,8,12,8,8,5,23,9,3,23,0,1,0,1,0,16,0
0,1,0,1,0,2,1,12,11,18,18,12,1,16,14,8,12,12,8,23,23,5,3,22,0.773,3,0,1,0,14,0
0,0,0,1,1,0,1,12,11,12,18,1,8,16,14,8,12,8,8,23,23,4,3,22,0.727,15,0,1,0,12,0
0,1,1,0,1,1,1,8,11,1,12,12,12,16,14,8,12,16,8,24,23,3,3,22,0.636,2,0,1,0,10,0
0,1,0,1,1,1,1,12,11,8,1,12,4,16,14,8,12,8,8,5,23,2,3,22,0.591,1,0,1,0,16,1
0,0,1,0,1,1,1,8,11,1,3,3,16,16,14,8,12,16,8,26,23,0,3,22,0.273,1,0.158,0,5.912,11,0
1,0,0,1,0,0,1,12,11,18,18,16,12,16,14,8,12,16,8,24,23,7,3,22,0,15,0,1,0,12,0
1,1,0,1,2,5,1,12,11,16,12,18,18,16,14,8,12,16,8,27,23,6,3,22,0,4,0,1,0,14,0
2,1,0,1,0,1,1,12,11,18,18,16,13,16,14,8,12,16,8,24,23,15,3,22,0,2,0,1,0,16,0
2,1,0,0,1,2,1,11,11,14,13,8,12,16,14,8,12,8,8,23,23,15,3,22,0,4,1.0,0,3.27,0,0
2,1,1,0,1,1,1,8,11,11,14,12,8,16,14,8,12,16,8,24,23,14,3,22,0,1,0.199,0,5.22,9,0
2,1,0,1,1,2,1,12,11,8,11,8,8,16,14,8,12,8,8,23,23,13,3,22,0,2,0,1,0,15,0
2,0,1,0,1,2,1,8,11,12,8,8,3,16,14,8,12,8,8,23,23,12,3,22,0,1,0.105,0,6.123,11,0
2,1,1,0,1,12,1,8,11,8,12,3,16,16,14,8,12,16,8,34,23,11,3,22,0,1,0.175,0,5.009,15,0
2,1,0,1,1,2,1,12,11,3,13,8,4,16,14,8,12,8,8,23,23,10,3,22,0,1,0,1,0,16,0
2,1,1,0,1,9,1,8,11,12,3,4,16,16,14,8,12,16,8,27,23,9,3,22,0,1,0.178,0,4.086,13,0
2,1,1,0,1,10,1,8,11,1,16,11,13,16,14,8,12,16,8,27,23,8,3,22,0,3,0.293,0,7.446,12,0
2,1,0,0,1,3,1,11,11,8,1,13,18,16,14,8,12,16,8,26,23,8,3,22,0,2,0.64,0,1.412,14,0
3,0,1,0,0,1,1,8,11,18,18,16,3,16,14,8,12,16,8,24,23,18,3,22,0,3,0,1,0,14,0
3,1,0,1,1,2,1,12,11,3,3,8,13,16,14,8,12,8,8,23,23,17,3,22,0,2,0,1,0,16,0
3,1,1,0,1,3,1,8,11,12,3,13,18,16,14,8,12,16,8,26,23,16,3,22,0,2,0,1,0,16,0
0,0,0,0,1,1,1,11,11,13,18,16,13,16,13,13,18,16,16,24,24,2,3,21,0.857,2,0.87,0,1.906,15,0
0,1,0,0,1,3,1,11,11,3,4,13,11,16,13,13,18,3,16,40,24,2,3,21,0.571,3,0.64,0,1.412,14,0
0,1,0,0,1,1,1,11,11,13,11,4,16,16,13,13,18,16,16,24,24,2,3,21,0.476,9,0.496,0,1.139,0,0
0,0,0,0,1,3,1,11,11,16,4,8,8,16,13,13,18,16,16,26,24,2,3,21,0.333,2,0.87,0,1.906,15,0
0,1,1,0,1,4,1,8,11,11,16,8,16,16,13,13,18,8,16,23,24,1,3,21,0.286,10,0.26,0,5.478,12,0
0,1,1,0,1,3,1,8,11,8,11,16,13,16,13,13,18,16,16,26,24,0,3,21,0.238,2,0.176,0,4.211,12,0
1,1,1,0,1,2,1,8,11,1,18,2,4,16,13,13,18,16,16,27,24,12,3,21,0,3,0.11,0,2.648,12,0
1,1,1,0,1,1,1,8,11,1,4,16,12,16,13,13,18,16,16,24,24,11,3,21,0,10,0.26,0,5.478,12,0
1,1,0,1,1,2,1,12,11,16,8,2,1,16,13,13,18,1,16,27,24,10,3,21,0,1,0,1,0,11,0
1,0,1,0,1,7,1,8,11,1,2,5,3,16,13,13,18,16,16,27,24,9,3,21,0,1,0.26,0,7.47,16,0
1,0,0,1,1,0,1,12,11,16,13,8,12,16,13,13,18,8,16,23,24,8,3,21,0,1,0,1,0,16,0
1,1,1,0,1,6,1,8,11,12,16,12,8,16,13,13,18,16,16,27,24,7,3,21,0,2,-0.051,0,3.289,12,0
1,1,0,1,1,2,1,12,11,8,12,8,8,16,13,13,18,8,16,23,24,6,3,21,0,4,0,1,0,14,0
1,1,1,0,1,2,1,8,11,12,8,8,12,16,13,13,18,8,16,23,24,5,3,21,0,2,0,1,0,9,0
1,1,1,0,1,1,1,8,11,8,12,12,12,16,13,13,18,16,16,24,24,4,3,21,0,1,0,1,0,16,0
1,1,0,1,1,1,1,12,11,8,8,12,13,16,13,13,18,8,16,5,24,3,3,21,0,1,0,1,0,15,1
2,0,0,1,1,0,1,12,11,5,18,16,3,16,13,13,18,16,16,24,24,20,3,21,0,4,0,1,0,14,0
2,1,1,0,1,2,1,8,11,3,16,13,11,16,13,13,18,16,16,26,24,19,3,21,0,1,0.104,0,3.394,12,0
2,1,0,0,1,2,1,11,11,13,8,2,16,16,13,13,18,16,16,27,24,19,3,21,0,9,0.496,0,1.139,0,0
2,1,1,0,1,1,1,8,11,1,16,13,14,16,13,13,18,16,16,24,24,18,3,21,0,3,0.11,0,2.648,12,0
2,1,1,0,1,1,1,8,11,1,14,4,1,16,13,13,18,8,16,40,24,17,3,21,0,10,0.26,0,5.478,12,0
2,1,1,0,1,3,1,8,11,1,1,13,3,16,13,13,18,16,16,9,24,16,3,21,0,1,0,1,0,13,0
2,1,0,1,1,1,1,12,11,3,13,12,12,16,13,13,18,8,16,27,24,15,3,21,0,4,0,1,0,14,0
3,1,1,0,1,6,1,8,11,1,18,16,12,16,13,13,18,16,16,27,24,30,3,21,0,1,0.034,0,6.033,9,0
3,0,0,1,1,0,1,12,11,16,8,8,13,16,13,13,18,8,16,23,24,29,3,21,0,4,0,1,0,14,0
3,0,1,0,1,1,1,8,11,12,16,13,14,16,13,13,18,16,16,24,24,28,3,21,0,2,0.386,0,7.143,11,0
3,1,1,0,1,14,1,8,11,1,16,12,8,16,13,13,18,16,16,27,24,27,3,21,0,1,0,1,0,16,0
3,1,0,1,1,2,1,12,11,8,1,8,3,16,13,13,18,8,16,23,24,26,3,21,0,4,0,1,0,14,0
3,1,1,0,1,9,1,8,11,12,8,3,1,16,13,13,18,16,16,27,24,25,3,21,0,2,0,1,0,9,0
3,1,1,0,1,2,1,8,11,1,3,13,11,16,13,13,18,16,16,26,24,24,3,21,0,10,0.26,0,5.478,12,0
3,1,0,0,1,1,1,11,11,13,8,4,16,16,13,13,18,16,16,24,24,24,3,21,0,9,0.496,0,1.139,0,0
3,1,0,1,1,1,1,12,11,16,4,12,12,16,13,13,18,16,16,27,24,23,3,21,0,4,0,1,0,14,0
1,1,0,1,0,9,1,12,11,18,18,1,8,18,18,16,1,1,16,27,24,11,3,24,0,3,0,1,0,14,0
1,1,1,0,1,6,1,8,11,1,12,13,6,18,18,16,1,1,16,27,24,10,3,24,0,1,-0.15,0,4.438,11,0
1,0,1,0,1,6,1,8,11,6,13,1,8,18,18,16,1,8,16,23,24,9,3,24,0,1,-0.002,0,1.352,10,0
1,0,1,0,1,0,1,8,11,1,8,13,9,18,18,16,1,1,16,29,24,8,3,24,0,1,-0.02,0,2.971,14,0
1,1,0,1,1,1,1,12,11,1,9,12,8,18,18,16,1,8,16,23,24,7,3,24,0,3,0,1,0,15,0
1,1,1,0,1,1,1,8,11,12,12,12,13,18,18,16,1,8,16,40,24,5,3,24,0,1,0.542,0,7.657,11,0
1,1,0,1,1,1,1,12,11,8,12,13,11,18,18,16,1,8,16,5,24,4,3,24,0,1,0,1,0,0,1
1,1,0,0,1,1,1,11,11,13,12,16,11,18,18,16,1,16,16,24,24,4,3,24,0,2,0.54,0,1.415,0,0
1,1,0,0,1,3,1,11,11,16,11,12,8,18,18,16,1,16,16,26,24,4,3,24,0,2,0.788,0,1.579,16,0
1,1,0,1,1,2,1,12,11,11,16,8,13,18,18,16,1,8,16,23,24,3,3,24,0,2,0,1,0,15,0
1,1,1,0,1,15,1,8,11,12,11,13,4,18,18,16,1,16,16,34,24,2,3,24,0,1,0,1,0,13,0
1,1,1,0,1,1,1,8,11,1,4,5,8,18,18,16,1,18,16,32,24,1,3,24,0,1,0.276,0,7.597,12,0
1,1,1,0,1,1,1,8,11,5,8,13,18,18,18,16,1,8,16,11,24,0,3,24,0,1,0,1,0,0,0
2,0,0,1,0,0,1,12,11,18,18,16,12,18,18,16,1,16,16,24,24,17,3,24,0,1,0,1,0,12,0
2,1,0,1,1,1,1,12,11,16,12,8,16,18,18,16,1,8,16,23,24,16,3,24,0,1,0,1,0,10,0
2,1,1,0,1,10,1,8,11,12,16,16,1,18,18,16,1,16,16,27,24,15,3,24,0,1,0.092,0,6.216,14,0
2,1,1,0,1,2,1,8,11,1,16,14,12,18,18,16,1,16,16,26,24,14,3,24,0,2,0,1,0,11,0
2,1,0,1,1,1,1,12,11,14,8,13,5,18,18,16,1,16,16,2,24,13,3,24,0,2,0,1,0,16,0
2,1,1,0,1,3,1,8,11,16,11,13,18,18,18,16,1,16,16,26,24,12,3,24,0,1,0.154,0,1.743,14,0
3,1,1,0,1,9,1,8,11,14,13,4,16,18,18,16,1,16,16,27,24,20,3,24,0,1,0.289,0,4.838,13,0
3,1,1,0,1,2,1,8,11,16,4,2,9,18,18,16,1,16,16,27,24,19,3,24,0,1,0.157,0,2.072,12,0
3,1,0,0,1,3,1,11,11,5,13,16,6,18,18,16,1,16,16,26,24,19,3,24,0,4,0.781,0,2.133,16,0
3,1,1,0,1,1,1,8,11,6,16,13,18,18,18,16,1,16,16,24,24,18,3,24,0,2,0.268,0,6.083,12,0
0,1,1,0,1,6,1,8,11,1,18,16,11,16,8,12,8,16,16,27,26,0,3,19,0.105,3,0.0,0,3.557,6,0
0,1,1,0,1,6,2,8,11,1,18,16,11,5,8,8,16,16,8,27,23,3,3,19,0.368,3,0.0,0,3.557,6,0
0,1,0,0,1,1,2,11,11,16,8,12,8,5,8,8,16,16,8,26,23,3,3,19,0.263,7,1.0,0,3.27,0,0
