distance_pronoun_antecedent,number_agreement,is_proper_noun,antecedent_position,case_antecedent,case_pronoun,pos_mention,pos_pronoun,pos_before_mention_1,pos_before_mention_2,pos_after_mention_1,pos_after_mention_2,pos_before_pronoun_1,pos_before_pronoun_2,pos_after_pronoun_1,pos_after_pronoun_2,pos_head_mention,pos_head_pronoun,syntactic_function_mention,syntactic_function_pronoun,nouns_between_mentions,pronoun_value,pronoun_sentence_length,normalized_distance,mention_local_score,tkachenko_embedding,missing_tkachenko_embedding,eleri_abstractness_score,mention_global_score,category
0,1,1,0,1,10,1,8,11,14,3,13,11,13,8,11,16,16,16,2,24,1,5,23,0.565,1,0,1,0,0,0
0,1,0,0,1,1,1,11,11,13,8,3,4,13,8,11,16,1,16,40,24,1,5,23,0.478,4,1.0,0,1.139,0,0
0,1,1,0,1,2,1,8,11,6,3,13,11,13,8,11,16,16,16,26,24,0,5,23,0.087,1,0.403,0,3.593,8,1
0,0,0,0,1,1,3,11,11,4,3,11,16,13,8,16,13,16,16,24,26,1,5,17,0.294,1,0,1,0,0,0
0,0,0,0,1,1,3,11,11,11,4,16,8,13,8,16,13,11,16,23,26,1,5,17,0.235,2,0.461,0,1.579,16,0
0,1,1,0,1,1,3,8,11,16,11,13,11,13,8,16,13,16,16,26,26,0,5,17,0.118,5,0.297,0,7.333,11,1
0,1,0,0,1,1,3,11,11,13,1,4,16,5,16,5,3,16,16,26,26,0,5,20,0.5,8,1.0,0,1.139,0,0
0,1,0,0,1,1,3,11,11,3,5,4,16,5,16,5,3,16,16,26,26,0,5,20,0.2,5,0.607,0,2.133,16,0
0,1,1,0,1,9,3,8,11,16,1,16,13,13,8,16,16,16,16,27,26,4,5,24,0.75,1,0.089,0,2.232,10,0
0,1,1,0,1,1,3,8,11,14,13,4,16,13,8,16,16,16,16,26,26,3,5,24,0.583,10,0.193,0,8.62,10,0
0,1,1,0,1,2,3,8,11,1,16,5,8,13,8,16,16,16,16,27,26,2,5,24,0.417,1,0.263,0,2.942,11,0
0,1,1,0,1,2,3,8,11,5,8,2,5,13,8,16,16,8,16,11,26,1,5,24,0.333,1,0.096,0,5.87,11,0
0,1,0,0,1,9,3,11,11,16,5,6,8,13,8,16,16,16,16,27,26,1,5,24,0.167,5,0.461,0,1.579,16,0
0,1,1,0,1,3,3,8,11,6,11,13,11,13,8,16,16,16,16,26,26,0,5,24,0.083,1,0.23,0,1.351,12,1
0,1,1,0,0,1,1,8,11,18,18,11,16,13,16,8,3,16,16,24,24,0,5,17,0.235,2,0.007,0,7.595,14,0
0,1,0,0,1,1,1,11,11,8,18,16,13,13,16,8,3,8,16,23,24,0,5,17,0.176,4,0.461,0,1.579,16,0
0,1,1,0,1,9,1,8,11,1,18,4,16,13,11,4,16,16,16,27,26,1,5,16,0.562,2,0,1,0,12,0
0,0,1,0,1,9,1,8,11,3,13,13,11,13,11,4,16,16,16,27,26,0,5,16,0.25,1,0.298,0,1.405,16,0
0,1,0,0,1,3,1,11,11,13,8,13,11,13,11,4,16,16,16,26,26,0,5,16,0.125,1,0.454,0,1.412,14,1
0,1,1,0,1,1,1,8,11,16,18,16,8,13,8,3,16,16,16,24,24,3,5,23,0.609,1,0.403,0,1.006,9,0
0,1,1,0,1,14,1,8,11,16,8,13,11,13,8,3,16,16,16,27,24,2,5,23,0.522,5,0.316,0,6.184,7,0
0,1,0,0,1,14,1,11,11,13,8,3,8,13,8,3,16,8,16,27,24,2,5,23,0.435,4,0.698,0,1.415,0,0
0,1,1,0,1,9,1,8,11,3,11,4,4,13,8,3,16,8,16,35,24,1,5,23,0.348,1,0.22,0,2.184,12,0
0,1,1,0,1,1,1,8,11,16,5,13,11,13,8,3,16,16,16,26,24,0,5,23,0.087,1,0.038,0,1.815,12,1
0,1,1,0,1,2,1,8,11,16,4,8,13,13,11,3,16,16,16,26,24,3,5,23,0.609,12,0.193,0,8.62,10,0
0,1,1,0,1,10,1,8,11,8,16,13,11,13,11,3,16,8,16,23,24,2,5,23,0.565,5,0.316,0,6.184,7,0
0,1,0,0,1,3,1,11,11,13,8,3,4,13,11,3,16,16,16,24,24,2,5,23,0.478,4,0.698,0,1.415,0,0
0,1,1,0,1,2,1,8,11,5,13,8,16,13,11,3,16,8,16,23,24,1,5,23,0.217,12,0.193,0,8.62,10,0
0,1,1,0,1,6,1,8,11,8,5,16,11,13,11,3,16,16,16,27,24,0,5,23,0.174,1,-0.058,0,1.967,13,0
0,1,1,0,1,6,1,8,11,1,18,4,1,13,11,4,1,16,1,27,40,0,5,18,0.333,10,0.193,0,8.62,10,0
0,1,0,0,1,3,1,11,11,16,1,13,11,13,11,4,1,16,1,26,40,0,5,18,0.111,8,0.607,0,2.133,16,1
0,0,1,0,1,1,1,8,11,1,18,16,3,13,8,4,4,16,1,24,40,1,5,26,0.192,1,0.329,0,9.143,12,0
0,0,1,0,1,1,1,8,11,1,18,16,3,13,8,4,1,16,1,24,40,2,5,26,0.692,1,0.329,0,9.143,12,0
0,1,1,0,1,3,1,8,11,3,16,13,11,13,8,4,4,16,1,26,40,0,5,26,0.077,1,0,1,0,0,1
0,1,1,0,1,3,1,8,11,3,16,13,11,13,8,4,1,16,1,26,40,1,5,26,0.577,1,0,1,0,0,0
0,1,0,0,1,1,1,11,11,13,8,4,4,13,8,4,1,1,1,40,40,1,5,26,0.5,11,1.0,0,1.139,0,0
0,1,0,0,1,2,1,11,11,4,5,16,1,13,8,4,1,16,1,27,40,1,5,26,0.269,2,0.425,0,4.485,0,0
0,1,1,0,1,3,1,8,11,5,13,13,11,13,8,4,1,8,1,11,40,0,5,26,0.077,1,0.129,0,1.919,10,1
0,1,1,0,1,1,1,8,11,1,18,4,16,13,11,16,5,16,16,24,24,0,5,45,0.133,4,0.193,0,8.62,10,0
0,1,1,0,1,1,1,8,11,1,18,4,16,13,11,4,16,16,16,24,24,1,5,45,0.378,4,0.193,0,8.62,10,0
0,1,1,0,1,1,1,8,11,1,18,4,16,13,13,4,16,16,16,24,24,2,5,45,0.533,4,0.193,0,8.62,10,0
0,1,0,0,1,5,1,11,11,16,16,13,11,13,11,16,5,16,16,27,24,0,5,45,0.044,8,0.607,0,2.133,16,1
0,1,0,0,1,5,1,11,11,16,16,13,11,13,11,4,16,16,16,27,24,1,5,45,0.289,8,0.607,0,2.133,16,0
0,1,0,0,1,5,1,11,11,16,16,13,11,13,13,4,16,16,16,27,24,2,5,45,0.444,8,0.607,0,2.133,16,0
0,1,0,0,1,1,1,11,11,13,11,16,5,13,11,4,16,16,16,24,24,1,5,45,0.244,8,1.0,0,1.139,0,0
0,1,0,0,1,1,1,11,11,13,11,16,5,13,13,4,16,16,16,24,24,2,5,45,0.4,8,1.0,0,1.139,0,0
0,1,1,0,1,3,1,8,11,4,5,16,11,13,11,4,16,16,16,26,24,0,5,45,0.089,1,0.239,0,4.969,12,0
0,1,1,0,1,3,1,8,11,4,5,16,11,13,13,4,16,16,16,26,24,1,5,45,0.244,1,0.239,0,4.969,12,0
0,1,0,0,1,10,1,11,11,16,8,13,11,13,11,4,16,16,16,27,24,0,5,45,0.044,8,0.607,0,2.133,16,1
0,1,0,0,1,10,1,11,11,16,8,13,11,13,13,4,16,16,16,27,24,1,5,45,0.2,8,0.607,0,2.133,16,1
0,1,0,0,1,1,1,11,11,13,11,4,16,13,13,4,16,16,16,24,24,1,5,45,0.156,8,1.0,0,1.139,0,0
0,1,1,0,1,1,1,8,11,13,16,13,13,13,13,4,16,16,16,29,24,0,5,45,0.067,1,0,1,0,16,0
0,1,1,0,1,6,1,8,11,6,18,4,16,13,8,4,3,16,16,27,24,3,5,20,0.65,1,0.181,0,8.066,15,0
0,1,1,0,1,2,1,8,11,1,3,5,1,13,8,4,3,8,16,23,24,2,5,20,0.35,1,0,1,0,16,0
0,1,1,0,1,14,1,8,11,1,5,1,8,13,8,4,3,8,16,11,24,1,5,20,0.2,1,0,1,0,16,0
0,1,1,0,1,1,1,8,11,1,8,13,11,13,8,4,3,16,16,24,24,0,5,20,0.1,2,0,1,0,16,1
0,1,1,0,1,3,14,8,11,6,3,13,11,13,8,16,3,16,16,24,27,0,5,17,0.118,1,0.309,0,1.197,14,1
0,1,1,0,1,2,1,8,11,16,18,8,5,13,11,8,2,8,11,23,35,2,5,12,0.583,6,0.352,0,7.258,13,0
0,1,1,0,1,5,1,8,11,8,16,5,16,13,11,8,2,16,11,27,35,1,5,12,0.5,1,0.146,0,0.985,13,0
0,1,1,0,1,1,1,8,11,16,5,11,13,13,11,8,2,16,11,26,35,0,5,12,0.25,1,0,1,0,15,0
0,1,0,0,1,5,1,11,11,8,16,13,11,13,11,8,2,16,11,27,35,0,5,12,0.167,4,0.607,0,2.133,16,1
0,1,1,0,1,1,1,8,11,1,5,16,11,13,8,16,8,16,16,40,24,3,5,22,0.682,1,0.111,0,4.867,10,0
0,0,0,0,1,2,1,11,11,16,8,16,2,13,8,16,8,16,16,27,24,3,5,22,0.591,1,0.487,0,2.091,14,0
0,0,1,0,1,5,1,8,11,1,2,13,11,13,8,16,8,16,16,27,24,2,5,22,0.409,1,0.302,0,2.018,13,0
0,1,0,0,1,1,1,11,11,13,8,4,14,13,8,16,8,8,16,40,24,2,5,22,0.318,5,0.607,0,2.133,16,0
0,1,1,0,1,1,1,8,11,14,4,13,8,13,8,16,8,16,16,11,24,1,5,22,0.182,1,0.258,0,7.098,0,0
0,1,1,0,1,1,1,8,11,13,8,13,11,13,8,16,8,8,16,11,24,0,5,22,0.091,1,0,1,0,0,1
0,0,1,0,0,14,2,8,11,18,18,16,13,13,8,2,8,16,8,27,27,3,5,17,0.647,1,0.252,0,2.237,11,0
0,1,1,0,1,9,2,8,11,13,16,4,3,13,8,2,8,3,8,27,27,2,5,17,0.471,1,0.163,0,5.071,13,0
0,1,1,0,1,1,2,8,11,13,3,16,8,13,8,2,8,16,8,24,27,1,5,17,0.235,1,0.141,0,2.296,13,0
0,1,1,0,1,3,2,8,11,16,8,13,11,13,8,2,8,16,8,26,27,0,5,17,0.118,1,0.177,0,5.523,16,1
0,1,1,0,1,2,1,8,11,16,18,5,8,13,8,3,16,8,16,23,24,2,5,11,0.455,1,0.281,0,3.451,10,0
0,1,1,0,1,2,1,8,11,5,8,8,13,13,8,3,16,8,16,11,24,1,5,11,0.273,1,0.269,0,1.484,12,0
0,1,1,0,1,1,1,8,11,8,5,13,11,13,8,3,16,16,16,24,24,0,5,11,0.182,2,0.223,0,1.18,11,1
0,1,1,0,0,15,3,8,11,18,18,1,8,13,8,16,8,16,16,27,26,4,5,19,0.632,1,0.33,0,2.749,9,0
0,1,1,0,1,5,3,8,11,1,8,16,8,13,8,16,8,8,16,23,26,3,5,19,0.526,3,0.307,0,6.825,11,0
0,0,1,0,1,1,3,8,11,16,8,3,11,13,8,16,8,16,16,24,26,2,5,19,0.421,4,0.257,0,7.886,13,0
0,0,0,0,1,5,3,11,11,3,8,1,8,13,8,16,8,1,16,27,26,2,5,19,0.316,2,0.496,0,3.27,0,0
0,0,1,0,1,3,3,8,11,1,11,5,8,13,8,16,8,16,16,26,26,1,5,19,0.211,1,0.209,0,7.05,0,1
0,1,1,0,1,3,3,8,11,5,8,13,11,13,8,16,8,8,16,11,26,0,5,19,0.105,1,0,1,0,0,1
0,1,1,0,1,1,3,8,11,1,18,13,11,13,8,11,16,8,16,40,26,0,5,12,0.167,1,0.403,0,3.593,8,1
0,1,1,0,1,3,2,8,11,16,18,13,11,13,8,8,5,16,8,26,23,0,5,33,0.061,1,0.25,0,7.795,12,1
0,1,1,0,1,3,2,8,11,16,18,13,11,13,8,8,5,16,8,26,23,8,5,33,0.727,1,0.25,0,7.795,12,0
0,1,0,0,1,2,2,11,11,13,8,8,5,13,8,8,5,8,8,23,23,8,5,33,0.667,2,1.0,0,1.139,0,0
0,1,1,0,1,1,2,8,11,11,13,5,8,13,8,8,5,1,8,40,23,7,5,33,0.636,2,0.187,0,1.948,14,0
0,1,1,0,1,1,2,8,11,5,8,4,12,13,8,8,5,8,8,11,23,6,5,33,0.576,1,0.292,0,3.659,12,0
0,1,0,1,1,9,2,12,11,4,8,14,8,13,8,8,5,1,8,27,23,5,5,33,0.515,1,0,1,0,13,0
0,1,1,0,1,9,2,8,11,14,12,1,13,13,8,8,5,12,8,2,23,4,5,33,0.455,1,0,1,0,16,0
0,1,1,0,1,2,2,8,11,13,1,5,8,13,8,8,5,16,8,27,23,3,5,33,0.364,1,0.237,0,8.242,15,0
0,1,1,0,1,2,2,8,11,5,8,2,16,13,8,8,5,8,8,11,23,2,5,33,0.303,1,0.11,0,7.729,16,0
0,0,1,0,1,3,2,8,11,1,3,13,16,13,8,8,5,16,8,26,23,1,5,33,0.152,1,0.26,0,8.257,11,0
0,1,1,0,1,1,2,8,11,16,13,13,11,13,8,8,5,16,8,24,23,0,5,33,0.061,1,0.286,0,6.894,10,1
0,1,1,0,0,2,1,8,11,18,18,8,16,13,2,16,11,8,16,23,24,2,5,38,0.184,1,0,1,0,13,0
0,1,1,0,1,1,1,8,11,8,18,16,1,13,2,16,11,16,16,24,24,1,5,38,0.158,1,0.193,0,2.928,11,0
0,0,1,0,1,2,1,8,11,1,16,2,13,13,2,16,11,16,16,27,24,0,5,38,0.079,1,0.137,0,8.47,11,0
0,1,0,0,0,2,3,11,11,18,18,2,16,13,2,11,8,16,16,27,26,2,5,21,0.476,9,0.513,0,1.906,15,0
0,1,1,0,1,3,3,8,11,3,5,8,2,13,2,11,8,16,16,26,26,1,5,21,0.19,1,0.283,0,0.911,9,0
0,1,1,0,1,2,3,8,11,8,3,2,13,13,2,11,8,16,16,27,26,0,5,21,0.143,1,0,1,0,0,1
0,0,0,0,0,3,3,11,11,18,18,1,8,13,8,16,4,8,16,4,26,9,5,37,0.811,1,0.374,0,3.105,0,0
0,0,1,0,1,3,3,8,11,1,11,16,16,13,8,16,4,16,16,26,26,8,5,37,0.757,1,0.164,0,7.728,11,0
0,0,0,0,1,5,3,11,11,16,16,1,8,13,8,16,4,16,16,27,26,8,5,37,0.676,5,0.513,0,1.906,15,0
0,0,1,0,1,2,3,8,11,1,11,8,13,13,8,16,4,8,16,23,26,7,5,37,0.622,1,0,1,0,15,0
0,1,1,0,1,1,3,8,11,8,1,13,16,13,8,16,4,16,16,24,26,6,5,37,0.595,1,0.126,0,7.531,0,0
0,0,1,0,1,15,3,8,11,3,16,1,1,13,8,16,4,1,16,34,26,5,5,37,0.486,1,0.019,0,7.711,14,0
0,0,1,0,1,3,3,8,11,1,1,3,1,13,8,16,4,16,16,24,26,4,5,37,0.405,1,0,1,0,16,0
0,1,1,0,1,2,3,8,11,1,3,2,5,13,8,16,4,8,16,23,26,3,5,37,0.324,3,-0.015,0,7.791,11,0
0,1,1,0,1,6,3,8,11,1,3,13,16,13,8,16,4,8,16,11,26,2,5,37,0.189,2,0.06,0,7.073,14,0
0,0,1,0,1,3,3,8,11,16,13,2,8,13,8,16,4,16,16,24,26,1,5,37,0.108,1,0,1,0,0,1
0,1,1,0,1,3,3,8,11,2,8,13,11,13,8,16,4,8,16,23,26,0,5,37,0.054,1,0,1,0,0,0
0,1,1,0,0,6,1,8,11,18,18,4,3,13,8,16,8,18,16,32,24,1,5,13,0.538,1,0,1,0,15,0
0,1,1,0,1,3,1,8,11,1,1,13,11,13,8,16,8,8,16,40,24,0,5,13,0.154,1,0.19,0,8.135,0,1
0,1,0,0,0,1,2,11,11,18,18,4,6,13,8,1,8,8,8,40,23,4,5,20,0.6,1,0.607,0,2.133,16,0
0,0,1,0,1,3,2,8,11,9,6,1,8,13,8,1,8,1,8,27,23,3,5,20,0.4,2,0.055,0,3.557,6,0
0,1,1,0,1,1,2,8,11,1,8,1,8,13,8,1,8,18,8,32,23,2,5,20,0.3,1,0.019,0,7.711,14,0
0,0,1,0,1,8,2,8,11,1,8,1,8,13,8,1,8,1,8,27,23,1,5,20,0.2,1,0.13,0,8.477,12,0
0,1,1,0,1,14,2,8,11,1,8,13,11,13,8,1,8,8,8,23,23,0,5,20,0.1,1,0.148,0,8.445,14,1
0,1,0,1,1,1,1,12,11,3,18,12,2,13,8,4,3,1,1,40,40,2,5,18,0.667,1,0,1,0,16,0
0,1,0,1,1,2,1,12,11,12,3,2,4,13,8,4,3,1,1,27,40,1,5,18,0.611,1,0,1,0,16,0
0,1,1,0,1,1,1,8,11,1,1,13,11,13,8,4,3,1,1,29,40,0,5,18,0.111,1,0,1,0,0,1
0,1,1,0,1,3,1,8,11,4,5,1,8,13,8,3,14,8,8,40,35,5,5,29,0.655,1,0.13,0,2.025,9,0
0,1,1,0,1,2,1,8,11,1,8,5,8,13,8,3,14,16,8,2,35,4,5,29,0.586,1,0.188,0,5.577,12,0
0,1,1,0,1,14,1,8,11,5,8,3,13,13,8,3,14,8,8,11,35,3,5,29,0.517,1,0.322,0,5.075,12,0
0,0,0,0,1,1,1,11,11,16,13,3,3,13,8,3,14,16,8,24,35,3,5,29,0.379,2,0.496,0,3.27,0,0
0,1,1,0,1,1,1,8,11,3,3,2,8,13,8,3,14,16,8,27,35,2,5,29,0.241,2,0.055,0,3.557,6,0
0,0,1,0,1,6,1,8,11,2,8,1,1,13,8,3,14,1,8,27,35,1,5,29,0.172,1,0,1,0,16,0
0,0,1,0,1,1,1,8,11,1,1,13,11,13,8,3,14,16,8,26,35,0,5,29,0.069,1,0.147,0,7.987,14,1
0,1,1,0,1,9,1,8,11,6,1,8,8,13,8,4,3,1,3,27,40,2,5,21,0.19,1,0,1,0,9,0
0,1,1,0,1,2,1,8,11,8,6,8,13,13,8,4,3,8,3,23,40,1,5,21,0.143,3,0,1,0,14,0
0,1,1,0,1,1,1,8,11,8,8,13,11,13,8,4,3,1,3,40,40,0,5,21,0.095,1,0.202,0,7.029,13,1
0,1,1,0,0,4,1,8,11,18,18,16,8,13,8,16,16,16,16,27,24,1,5,15,0.267,1,0.165,0,8.602,11,0
0,1,1,0,1,1,1,8,11,16,8,13,11,13,8,16,16,16,16,24,24,0,5,15,0.133,1,0,1,0,0,1
0,1,1,0,1,1,1,8,11,1,5,13,11,13,8,8,16,18,16,32,24,0,5,15,0.133,9,0.26,0,8.257,11,1
0,1,0,0,0,2,1,11,11,18,18,1,8,13,8,4,16,1,16,27,26,5,5,25,0.6,1,0.496,0,3.27,0,0
0,1,1,0,1,15,1,8,11,1,11,1,1,13,8,4,16,1,16,27,26,4,5,25,0.52,1,0.158,0,5.425,15,0
0,1,1,0,1,2,1,8,11,1,1,12,16,13,8,4,16,12,16,23,26,3,5,25,0.4,2,0.055,0,3.557,6,0
0,1,0,1,1,1,1,12,11,8,1,16,1,13,8,4,16,16,16,24,26,2,5,25,0.36,6,0,1,0,12,0
0,1,1,0,1,14,1,8,11,1,16,1,5,13,8,4,16,8,16,23,26,1,5,25,0.24,2,0.308,0,5.976,13,0
0,1,1,0,1,15,1,8,11,1,5,13,11,13,8,4,16,16,16,34,26,0,5,25,0.08,1,0,1,0,0,1
0,1,1,0,0,1,1,8,11,18,18,4,1,13,8,4,16,8,16,40,24,2,5,14,0.429,1,0.295,0,1.614,15,0
0,1,1,0,1,9,1,8,11,1,4,8,13,13,8,4,16,18,16,32,24,1,5,14,0.214,1,0,1,0,12,0
0,1,1,0,1,14,1,8,11,8,1,13,11,13,8,4,16,8,16,27,24,0,5,14,0.143,1,0.349,0,6.473,0,1
0,1,1,0,1,1,3,8,11,1,5,13,11,13,8,4,3,18,16,32,26,0,5,11,0.182,5,0.26,0,8.257,11,1
0,0,1,0,1,6,1,8,11,4,3,1,8,13,8,16,3,18,16,32,24,1,5,22,0.182,1,0.181,0,3.296,10,0
0,1,1,0,1,3,1,8,11,1,8,13,11,13,8,16,3,8,16,40,24,0,5,22,0.091,1,0,1,0,15,1
0,1,1,0,1,1,2,8,11,1,5,13,11,13,8,1,8,18,8,32,23,0,5,17,0.118,1,0,1,0,0,1
0,1,1,0,1,3,1,8,11,3,13,16,13,13,8,16,11,16,16,26,24,1,5,21,0.286,1,0,1,0,14,0
0,1,1,0,1,3,1,8,11,16,13,13,11,13,8,16,11,16,16,26,24,0,5,21,0.095,9,0.26,0,8.257,11,1
0,0,1,0,0,1,1,8,11,18,18,4,16,13,8,4,11,16,16,26,24,2,5,24,0.333,3,0.314,0,4.992,7,0
0,0,1,0,1,14,1,8,11,1,9,8,13,13,8,4,11,8,16,23,24,1,5,24,0.125,1,0.196,0,1.786,12,0
0,0,1,0,1,15,1,8,11,8,1,13,11,13,8,4,11,16,16,34,24,0,5,24,0.083,3,0,1,0,14,1
0,1,0,1,1,1,1,12,11,16,3,12,12,13,8,16,12,16,16,24,24,3,5,17,0.353,3,0,1,0,16,0
0,1,1,0,1,3,1,8,11,3,12,13,11,13,8,16,12,16,16,26,24,0,5,17,0.118,1,0,1,0,0,1
0,1,1,0,1,9,3,8,11,1,3,13,11,13,8,4,16,16,16,27,26,0,5,34,0.059,1,0.182,0,4.609,0,1
0,1,1,0,1,6,3,8,11,1,3,16,3,13,8,16,12,16,16,27,26,1,5,18,0.333,1,0.088,0,3.554,10,0
0,1,1,0,1,3,3,8,11,16,3,13,11,13,8,16,12,16,16,26,26,0,5,18,0.111,1,0.161,0,7.849,0,1
0,1,0,0,1,5,2,11,11,5,18,4,16,13,8,8,16,16,8,27,23,1,5,17,0.529,1,0.607,0,2.133,16,0
0,0,0,0,1,2,2,11,11,16,4,2,3,13,8,8,16,16,8,27,23,1,5,17,0.353,1,0.454,0,1.412,14,0
0,1,1,0,1,1,2,8,11,3,3,13,11,13,8,8,16,16,8,24,23,0,5,17,0.118,2,0,1,0,16,1
0,1,1,0,1,14,1,8,11,1,18,8,4,13,8,16,12,8,16,23,24,3,5,16,0.5,1,0,1,0,16,0
0,1,1,0,1,1,1,8,11,8,1,4,6,13,8,16,12,8,16,40,24,2,5,16,0.438,1,0.063,0,0,16,0
0,1,0,1,1,9,1,12,11,6,4,1,8,13,8,16,12,1,16,27,24,1,5,16,0.25,5,0,1,0,6,0
0,1,1,0,1,1,1,8,11,1,12,13,11,13,8,16,12,18,16,32,24,0,5,16,0.125,1,0,1,0,0,1
0,1,0,0,1,1,1,11,11,16,3,13,14,13,8,16,8,16,16,24,24,1,5,15,0.467,2,0.496,0,3.27,0,0
0,1,1,0,1,3,1,8,11,4,3,13,11,13,8,16,8,3,16,40,24,0,5,15,0.133,1,0.311,0,3.009,10,1
0,1,1,0,1,1,1,8,11,13,18,16,12,13,11,8,16,16,8,24,23,2,5,17,0.412,1,0.487,0,2.091,14,0
0,1,0,1,1,2,1,12,11,16,8,12,13,13,11,8,16,12,8,23,23,1,5,17,0.294,8,0,1,0,6,0
0,1,0,1,1,10,1,12,11,12,16,13,11,13,11,8,16,16,8,27,23,0,5,17,0.235,7,0,1,0,13,0
0,1,1,0,0,1,2,8,11,18,18,4,16,13,8,8,4,16,8,26,23,3,5,26,0.269,2,0,1,0,14,0
0,1,1,0,1,2,2,8,11,16,4,12,8,13,8,8,4,8,8,23,23,2,5,26,0.154,1,0,1,0,14,0
0,1,0,1,1,1,2,12,11,8,16,8,13,13,8,8,4,8,8,5,23,1,5,26,0.115,2,0,1,0,15,1
0,1,1,0,1,6,2,8,11,12,8,13,11,13,8,8,4,16,8,27,23,0,5,26,0.077,1,0.184,0,4.455,13,0
0,1,1,0,1,2,1,8,11,1,16,2,1,13,8,4,16,16,16,27,24,1,5,19,0.263,1,0.139,0,5.22,9,0
0,1,1,0,1,1,1,8,11,1,2,13,11,13,8,4,16,16,16,24,24,0,5,19,0.105,1,0,1,0,14,1
0,1,1,0,1,2,1,8,11,1,18,13,11,13,8,16,9,16,16,26,24,0,5,20,0.1,5,0.074,0,4.12,11,1
0,1,1,0,0,10,14,8,11,18,18,16,12,13,8,3,16,16,16,27,27,6,5,17,0.647,1,0.169,0,4.56,16,0
0,1,0,1,1,1,14,12,11,16,8,3,8,13,8,3,16,16,16,24,27,5,5,17,0.529,5,0,1,0,12,0
0,0,1,0,1,2,14,8,11,3,12,8,5,13,8,3,16,8,16,23,27,4,5,17,0.412,1,0,1,0,14,0
0,1,1,0,1,2,14,8,11,8,3,5,8,13,8,3,16,16,16,26,27,3,5,17,0.353,2,0.181,0,3.296,10,0
0,1,1,0,1,14,14,8,11,5,8,8,8,13,8,3,16,8,16,23,27,2,5,17,0.235,1,0.139,0,7.982,13,0
0,1,1,0,1,2,14,8,11,8,5,8,13,13,8,3,16,8,16,23,27,1,5,17,0.176,1,0.166,0,5.942,15,0
0,1,1,0,1,2,14,8,11,8,8,13,11,13,8,3,16,8,16,11,27,0,5,17,0.118,1,0.269,0,3.151,11,1
0,0,1,0,0,2,10,8,11,18,18,1,8,13,8,8,16,8,16,23,27,2,5,14,0.571,4,0,1,0,14,0
0,1,1,0,1,1,10,8,11,1,8,4,9,13,8,8,16,8,16,40,27,1,5,14,0.429,4,0.152,0,4.663,14,0
0,1,1,0,1,3,10,8,11,9,9,13,11,13,8,8,16,18,16,32,27,0,5,14,0.143,2,-0.01,0,8.303,9,1
0,0,0,0,1,6,14,11,11,5,13,4,3,13,8,12,16,18,16,32,27,1,5,15,0.467,1,0.513,0,1.906,15,0
0,1,1,0,1,2,14,8,11,9,2,13,11,13,8,12,16,11,16,40,27,0,5,15,0.133,1,0,1,0,0,1
0,1,1,0,0,1,1,8,11,18,18,12,16,13,8,16,8,16,16,24,24,7,5,26,0.692,1,0,1,0,13,0
0,1,0,1,1,1,1,12,11,8,18,16,3,13,8,16,8,8,16,5,24,6,5,26,0.654,4,0,1,0,14,0
0,1,1,0,1,1,1,8,11,14,13,16,1,13,8,16,8,16,16,24,24,5,5,26,0.462,6,0.154,0,7.385,9,0
0,1,1,0,1,6,1,8,11,1,16,8,3,13,8,16,8,16,16,27,24,4,5,26,0.346,1,0,1,0,16,0
0,1,1,0,1,7,1,8,11,8,1,3,16,13,8,16,8,16,16,27,24,3,5,26,0.308,3,0.17,0,5.841,9,0
0,1,0,1,1,2,1,12,11,1,16,12,8,13,8,16,8,12,16,4,24,2,5,26,0.154,2,0,1,0,13,0
0,1,0,1,1,2,1,12,11,12,1,8,13,13,8,16,8,8,16,23,24,1,5,26,0.115,2,0,1,0,15,0
0,1,1,0,1,2,1,8,11,12,12,13,11,13,8,16,8,16,16,26,24,0,5,26,0.077,6,0.21,0,8.426,13,1
0,0,0,1,1,1,3,12,11,1,14,12,16,13,8,4,16,12,16,23,26,17,5,37,0.784,1,0,1,0,8,0
0,0,0,1,1,1,3,12,11,12,1,16,13,13,8,4,16,16,16,24,26,16,5,37,0.757,2,0,1,0,12,0
0,0,1,0,1,1,3,8,11,16,13,12,12,13,8,4,16,16,16,24,26,15,5,37,0.649,6,0.154,0,7.385,9,0
0,0,0,1,1,2,3,12,11,8,16,12,8,13,8,4,16,3,16,23,26,14,5,37,0.622,5,0,1,0,14,0
0,0,0,1,1,1,3,12,11,12,8,8,3,13,8,4,16,8,16,23,26,13,5,37,0.595,1,0,1,0,12,0
0,0,1,0,1,2,3,8,11,12,12,3,5,13,8,4,16,3,16,23,26,12,5,37,0.568,2,-0.021,0,7.823,10,0
0,0,1,0,1,10,3,8,11,5,3,5,12,13,8,4,16,3,16,11,26,11,5,37,0.486,1,0,1,0,16,0
0,0,0,1,1,2,3,12,11,5,8,8,8,13,8,4,16,8,16,23,26,10,5,37,0.432,1,0,1,0,16,0
0,0,1,0,1,2,3,8,11,12,5,8,8,13,8,4,16,8,16,23,26,9,5,37,0.405,2,-0.021,0,7.823,10,0
0,0,1,0,1,10,3,8,11,8,12,8,3,13,8,4,16,3,16,11,26,8,5,37,0.378,2,0.143,0,7.845,12,0
0,0,1,0,1,5,3,8,11,8,8,3,9,13,8,4,16,16,16,27,26,7,5,37,0.351,1,-0.018,0,3.663,14,0
